abstract	author	category	desc	level	title	weekday	start_dt	end_dt
Using a Python Flask REST API web service for an AngularJS front-end application a team at Boston University will be delivering STEM (Science Technology Engineering and Mathematics) educational content for Deaf children, K-12.  (This work was funded by grant from the Commonwealth of Massachusetts) Python was chosen because of it's clarity, power, extensibility, and Pythonic personality.  This project complements our other initiative which is to resurrect and continue The Summer Academy started by Richard Ladner), an academically challenging program designed for deaf and hard-of-hearing students with skills in math or science who may be considering careers in computing, with the goal of encouraging them to consider college majors and careers in computing fields. The Summer Academy had occurred annually at the University of Washington (UW) since 2007-2012.  We are now re-visioning the Academy specifically as a Python Summer Academy for DHH to be held first in 2015 at Boston University and invite the Python community to share and take part.	en zyme	Community	ASL, like Python, is a language which is both fun and powerful.  We have used Python to build a tool, ASL STEM for the DHH community which will teach STEM terminology using ASL exclusively.  We are also building a summer program to teach Python in English/ASL to DHH students.	Novice	Pythons are Deaf, So are Some Pythonistas	Saturday	2015-04-11 14:35:00	2015-04-11 15:05:00
"The brain is the most impressive computational device that we know about, and yet is just a collection of simple computational devices called neurons. Its power comes in the sheer number of neurons, and the even sheerer number of connections between neurons. Historically, trying to simulate the brain meant trying to simulate an individual neuron accurately. Early simulation programs were implemented in C or C++, with custom scripting languages. I will show how Python bindings to these programs have made them significantly easier to use. I will also show more flexible tools for low-level simulation written entirely in Python, which have made brain simulation even easier -- it's possible to simulate thousands of complex neurons on a typical desktop computer! However, this is quite far off from the human scale of >100 billion neurons. How can we ever hope to reach this scale? Some research groups have created specific hardware to simulate neurons. These are called ""neuromorphic"" computing devices, and the creators of these chips have also turned to Python as a way to program their chips to run brain simulations. At the University of Waterloo, we have been working on a new approach to scaling up brain simulations, and a new Python package to support that approach. Instead of focusing on biologically accurate neurons, we focus on how to connect neurons together such that they can compute interesting functions. Functions that we've implemented so far include recognizing digits in images, controlling a simulated arm, gambling, and solving a simple test of cognitive ability. I'll show how Python allows us to quickly simulate brain models that carry out these functions. I will also discuss how Python allows us to use those biologically accurate neurons, and even to take advantage of neuromorphic hardware, by only changing a few lines of code."	Trevor Bekolay	Science	Simulating the human brain is often the subject of science fiction, but how close are we really? In this talk, I'll survey cutting edge research projects that use Python to simulate the brain, focusing on Nengo, which was used to build Spaun, the largest functional brain simulation to date.	Intermediate	How to build a brain with Python	Friday	2015-04-10 17:10:00	2015-04-10 17:40:00
This tutorial will cover how easy it can be to build your own REST API using Django and Django REST Framework.  It is meant to be a course for people that have at least an introductory knowledge of Python, but are not familiar or comfortable with the Django world.  The tutorial would start with a quick walkthrough of installing the relevant Django REST Framework version.  From there, we will actually start coding a REST API for a simple Restaurant Menu application.  This will include covering the necessary building blocks that are required.  In building our Restaurant Menu application, we will control API access levels through Django Users and Groups.  We will also go over the benefits of the Admin interface and the Browsable API interface.  Once our base API is ready, we will start looking at advanced use cases.  Based on time and attendee interest, we may be able to cover additional topics along the way or at the end.  Those additional topics could be advanced API functionalities or coverage of general questions.	Kenny Yarboro	Web Frameworks	Using a combination of Django and Django REST Framework, we will build a Restaurant Menu that can be managed via a REST API. Starting from the install of the Django REST Framework, we will build our way to a functional API that meets the needs of developers and end-users. You will walk away with an understanding of the basic concepts of REST APIs and a working sample project.	Novice	Building a REST API Using Django & Django REST Framework	Thursday	2015-04-09 09:00:00	2015-04-09 12:20:00
Learn how to extend your Python programs with high-performance functions written in Rust. Plus, get a brief overview of the Rust programming language, what it's good at, and why you might prefer it over C for your next project requiring low-level optimization.	Dan Callahan	Other	Rust is a new systems programming language from Mozilla that combines strong compile-time correctness guarantees with fast performance... and it plays nice with ctypes! Come learn how you can call Rust functions from Python code and finally say goodbye to hacking C!	Intermediate	My Python's a little Rust-y	Friday	2015-04-10 14:35:00	2015-04-10 15:05:00
Do you litter your code with print and log statements to figure out why it isn't doing what you expected? If so, this talk is for you! The Python Debugger is an easy to use debugging tool once you learn the commands. For those that haven't been exposed to it yet, it may be overwhelming. This talk aims to cover all of the most commonly used commands for day to day debugging sessions. It will also briefly cover a few pdb alternatives to make debugging easier and ways to integrate pdb into popular editors. For each command, the audience will learn what the command does, its shortcut and how it is used. The usage examples will be done by running pdb against code during the presentation. This will give the audience the chance to see live examples of how pdb can be used to debug and investigate Python code. Audience members should leave the talk with enough knowledge to start debugging and inspecting their own programs right away. With the power of pdb in your toolbelt, you'll never be left in the dark, wondering why that code isn't doing what you expected. You'll be able to dig in and get to the bottom of the issue faster than ever.	Clayton Parker	Python Core (language, stdlib, etc.)	This talk will be an introduction to the most commonly used Python Debugger commands and what they do. Learn how to navigate and inspect code from the pdb prompt so you can better understand how it works. The Python Debugger is a valuable debugging tool for all levels of Python programmers. You should walk away being able to debug the next Python code you encounter!	Novice	So you think you can PDB?	Saturday	2015-04-11 17:10:00	2015-04-11 17:40:00
In this talk we'll explain what happens behind the scenes when we try to establish a secure connection to a web site.  We'll cover the common security flaws in popular TLS implementations like OpenSSL, and see how these issues can be avoided if we have a good well-designed TLS implementation in a high level language like Python.  Finally, we'll discuss how the API design of OpenSSL leads to application bugs, and a lack of abstract secure defaults leads to insecure applications.	Ashwini Oruganti,Christopher Armstrong	Security	Given recent increases in hostile attacks on internet services and large scale surveillance operations by certain unnamed government organizations, security in our software is becoming ever more important. We'll give you an idea of how modern crypto works in web services and clients, look at some of the common flaws in these crypto implementations, and discuss recent developments in TLS.	Novice	Introduction to HTTPS: A Comedy of Errors	Friday	2015-04-10 11:30:00	2015-04-10 12:00:00
Twenty-odd years ago, industry windbags proclaimed that the golden age of reusable software components was around the corner, thanks to the miracle cure of object-oriented programming languages. This kind of magical thinking led, in a long roundabout way, to atrocities like AbstractSingletonProxyBeanFactory (don't ask: it's a Java thing). But reusable code is not an impossible objective, just a difficult one. After a couple of decades of trying, often successfully, to write good reusable code, I've learned a few useful tricks. If you've ever wondered whether you should write a class or a function, or when side effects are appropriate, or how much testing is enough, this is the talk for you.	Greg Ward	Best Practices & Patterns	Learning to write high-quality, reusable code takes years of dedicated work. Or you can take a shortcut: attend this talk and learn some of the tricks I've figured out over a couple of decades of programming.	Intermediate	How to Write Reusable Code	Saturday	2015-04-11 10:50:00	2015-04-11 11:20:00
Twitter's social network is endlessly fascinating because of its many different connection channels: there are hashtags, followers, retweets, and replies, all connecting users in different ways. Using the network analysis package NetworkX, we'll take a look at how to make sense of these channels. We'll cover some of the basics of network theory, including types of networks and how measure influence in a network. We’ll use the Twitter API to gather data for our analysis, and then apply the network theory we learn to that data. Students will leave with knowledge of how to think about networks from a network theory perspective and may even find out something interesting about their own Twitter network. Students should have an intermediate knowledge of Python, including the ability to write functions and understand iterables. Knowing how to use IPython Notebook will also be helpful, since the materials will be in that format. Having both NetworkX and IPython notebook, as well as matplotlib, which we’ll use for visualization, installed prior to the tutorial is necessary, as we’ll only spend a few minutes covering installation. These packages can be pip installed, or can be installed through a distribution like Anaconda or Enthought Canopy.	Sarah Guido,Celia La	Python Libraries	Twitter's network is fascinating because of its connectivity: there are hashtags, followers, retweets, and replies. Using the network analysis tool NetworkX, we'll look at how to make sense of these channels. We'll cover the basics of network theory, including types of networks and how measure influence, and we'll apply those measures to our investigation of Twitter's network.	Intermediate	Twitter Network Analysis with NetworkX	Thursday	2015-04-09 13:20:00	2015-04-09 16:40:00
The Walt Disney Animation Studios has a long history of creating acclaimed animated films and continues to be an industry leader with regards to artistic achievements, storytelling excellence, and cutting-edge innovations.   Since the 1923 release of Snow White they’ve been pushing forward technology in the art of movie making.  This push continues in the modern day with classics such as Oscar winning box office hit “Frozen” and Oscar nominated hits “Wreck-It Ralph”, “Tangled”, “Bolt”, “Treasure Planet”, and “Dinosaur”. One of the most common questions we get when attending PyCon is “Why are you here?”  People seem confused that technology, especially Python is used in the making of animated films.   To dive into exactly where Python is used without context would be confusing so Paul will give the audience some background on the Walt Disney Animation Studios.  He will talk about what we’ve done and what we are currently working on.  The main part of the talk is describing the production process whilst imparting this information he will interject where technology and specifically Python comes into play.   He will describe the tools in each area and the tech stack used to create them. He will wrap up the talk with describing how our Studio is organized, how we develop software, and venues we use to share our technology with others.	Paul Hildebrandt	Gaming	Paul will take you through the process of making of a Disney movie.  He will use examples from Big Hero 6 to explain and illustrate the steps in making a movie and explain where technology, specifically Python, is involved.	Novice	Inside the Hat: Python @ Walt Disney Animation Studios	Friday	2015-04-10 12:10:00	2015-04-10 12:55:00
A property graph database represented by G = (V, E, λ) is basically a set of vertices (V) connected by edges (E), where each element can contain properties (λ) as key-value pairs. The most important thing of a graph database is that it provides index-free adjacency for fast global lookups in constant time, vs exponential time join-on-join in relational databases; while document databases (a.k.a. NoSQL) encourages denormalization and data embedding. My favorite graph database is Titan, because it allows me to use the storage backend of my preference (Cassandra) and index backend of my preference (Elasticsearch). Titan also provides a seamless integration with Gremlin, which is the graph traversal language created for Blueprints to manipulate Property Graphs. However, Titan is written in Java, and Gremlin provides Groovy syntax. There are Java frameworks, like Rexster, that expose the graph database functionality through a REST API. Although this solution can work for simple use cases, as you need to execute more complex traversals, the Rexster API falls short because it provides just the basic CRUD operations (and read operations executes very simple traversals). For Python programmers, interfacing your program with Rexster API to communicate with Titan generates too much HTTP overhead, and it’s limited to what Rexster functionality can provide. Instead, you can create your own a set of database models that expose Gremlin-like operations and inherit Blueprints Pipes architecture; and allows you to execute complex traversals and get the most of your graph database, without imposing a data model from your code. For achieving this, we must follow especially the S part of SOLID design (Single responsibility principle). You want to create a models of vertices that ONLY return vertices belonging to the same namespace and only manipulate those vertices. The same principle applies for edges. Following this design principle, you can create factory classes for vertices and edges, that implement the most commonly used traversals (like g.v, g.V, g.V.has, g.out,g.outE, etc) and then create a set of models where each model correspond to a namespace (in the case of vertices) or a label (in the case of edges). Most of this is achieved by the correct use of Factory Pattern, Pipes and Filters and Decorators.	Elizabeth Ramirez	Databases	Creating and using models from a graph database can be quite different to the ones used for row/column/document-oriented databases, in the sense that the same query patterns could differ significantly in structure and performance. This session will present how to create models in Python for Titan property graphs, that allow you to manipulate graphs as if you were querying with Gremlin DSL.	Intermediate	Graph Database Patterns in Python	Saturday	2015-04-11 15:15:00	2015-04-11 16:00:00
Businesses can rise or fall on the margins created by application performance. Conversions, revenue, and traffic all increase dramatically as websites get faster. Giant after internet giant has produced metrics reaffirming the importance of fractional seconds of response time. Performance is not an easy problem to solve, though. Intuitively applying optimizations and hoping for the best produces poor results. Inferring application characteristics from operating system metrics can mislead. Only application instrumentation can provide deep insight into application performance. Instrumenting apps is hard, though, and interpreting the results can be even harder. Profilers and system metrics are the first tools most engineers reach for, but neither is very good at understanding the performance implications of application behavior. Understanding the performance of production applications requires tools that measure the performance of production applications. This sort of instrumentation comes in many forms. Developers often write their own monitoring endpoints. Etsy's statsd couples well with graphite as a tool to instrument an application by hand. Distributed tracing tools offer a different way of looking at latency, by putting it in the context of a request/response cycle. Each of these tools has a role in uncovering some aspect of application performance.	Geoff Gerrietts	Best Practices & Patterns	Everyone knows poor performance when they see it, and performance concerns affect every application -- web applications more than most. But finding performance problems can be extraordinarily difficult, and requires an analytical approach coupled with good instrumentation. This talk explores approaches to instrumentation and what that instrumentation can tell you.	Intermediate	Performance by the Numbers: analyzing the performance of web applications	Sunday	2015-04-12 14:30:00	2015-04-12 15:00:00
" Data munging for predictive modeling with pandas and scikit-learn  Building predictive models first requires shaping the data in the right format to meet the mathematical assumptions of machine learning algorithms. In this session we will introduce the pandas data frame datastructure for munging heterogeneous data into a representation that is suitable for most scikit-learn models. In particular we address problems such as missing value imputation and categorical variables. We will illustrate those concepts by combining pandas-based feature engineering with scikit-learn Logistic Regression, Random Forests and Gradient Boosted Trees.  Model evaluation and selection  Building a predictive model is a fundamentally iterative process: design a model, train it, analyze errors, fix the model design and iterate. To iterate quickly in the right direction it is therefore very important to understand how models fail. This session will dive into methodological concepts and scikit-learn tools to evaluate models such as cross validation, overfitting and underfitting, regularization, plotting validation curves and learning curves. Finally we also cover how some parts of the model design can be automated via parameter search (exhaustive Grid Search or Random Search).  Working with text data  Machine Learning with text data can be very useful for social networks analytics for instance to perform sentiment analysis. Extracting a ""machine learnable"" representation from raw text is an art in itself. In this session we will introduce the bag of words representation and its implementation in scikit-learn via its text vectorizers. We will discuss  preprocessing with NLTK, n-grams extractions, TF-IDF weighting and the use of SciPy sparse matrices. Finally we will use that data to train and evaluate of a Naive Bayes classifier and a Linear Support Vector Machine."	Olivier Grisel	Science	This tutorial will offer an overview of common usage and methodological patterns when using Scikit-Learn to build predictive models. In particular we will highlight common strategies to deal with data with heterogeneously typed attributes with pandas dataframes, model evaluation and tuning. Finally if time permits we will explore the specificities of working with textual data.	Intermediate	Machine Learning with Scikit-Learn (II)	Wednesday	2015-04-08 13:20:00	2015-04-08 16:40:00
We will first explain the basics of ansible common usage ( ie, using yaml playbook for configuration management and orchestation ). Then, we will explore the plugins and modules systems, showing what can be extended from inventory, connexion and modules, and how people can add their own python code in the mix. Then we will conclude by looking at Ansible own API, to write specific code that reuse it to run on several systems.	Michael Scherer	Systems Administration	Ansible is a configuration management tool whose primary mode of operation involve using YAML to describe deployments and operations. However, it can do much more and be extended using python, which is what we will explore in this talk. Among others, we will see the plugins system for various part of the tool and how to reuse Ansible in a script.	Intermediate	Ansible beyond YAML	Saturday	2015-04-11 11:30:00	2015-04-11 12:00:00
"Introduction / A mysterious bug An outline of the Python interpreter in Python that Ned Batchelder and I were writing, the reason we set out to write it, and a mysterious bug we encountered Into the machine Introduction to bytecode  The definition of bytecode as an internal representation of Python code to the interpreter What it means to talk about ""compiling"" Python code when Python is an ""interpreted"" language Using dis to understand bytecode  The VM is a stack machine  Discussing the virtual machine as a stack machine Why bytecodes like BINARY_MOD don't have arguments What ""dynamic"" means  Executing Bytecode  The main loop of the CPython interpreter is a 1,500 line switch statement! Visualizations of the stack as code executes  Resolving the bug At this point I'll reveal the misunderstanding we had when first writing the interpreter Conclusion I'll close by restating what we learned and drawing analogies to other systems, if time allows."	Allison Kaptur	Python Internals	Have you ever wondered how the CPython interpreter works? Do you know where to find a 1,500 line switch statement in CPython? I'll talk about the structure of the interpreter that we all use every day by explaining how Ned Batchelder and I chased down a mysterious bug in Byterun, a Python interpreter written in Python. We'll also see visualizations of the VM as it executes your code.	Intermediate	Bytes in the Machine: Inside the CPython interpreter	Saturday	2015-04-11 13:40:00	2015-04-11 14:25:00
 It's 2015, and we live in a strange and wonderful world where we can play with a Python interpreter in our browser that has been compiled from Python to C to JavaScript through a seemingly miraculous transformation pipeline: PyPy → LLVM → Emscripten → JavaScript  This pipeline is full of jargon and computer science concepts that look intimidating, but the truth is that anyone attending PyCon can not only master them, but also play with and contribute to these exciting projects that are pushing the boundaries for where Python can be used. Attendees will leave the talk with a crisp understanding of the pipeline, background in the important compiler, interpreter, and language design concepts that make it possible, and a guaranteed desire to play with these exciting emerging technologies! Outline  Demo and overview of the pipeline. Why is this interesting? [2 minutes] What is PyPy? [5 minutes] Why PyPy and not CPython? What is LLVM? [5 minutes] RPython to LLVM translation: key concepts. Cool LLVM applications. What is Emscripten? [5 minutes] LLVM to JavaScript compilation: key concepts. Cool Emscripten applications. Putting it all together: PyPy → LLVM → Emscripten → JavaScript in your browser [1 minute] Brief analysis of performance, and tricky cases like graphics and using system resources [5 minutes] Is this the future of Python? [2 minutes] Food for thought (and experiments you might want to run!) Closing demo 	Jessica McKellar	Python Internals	We live in a strange and wonderful world where we can use a Python interpreter in our browser that has been compiled from Python to C to JavaScript. Attendees will leave the talk with a crisp understanding of the transformation pipeline that makes this possible, background in the important compiler and interpreter concepts, and a guaranteed desire to play with these exciting technologies!	Intermediate	Python in the browser: a weird and wonderful compiler journey from RPython to C to JavaScript	Friday	2015-04-10 10:50:00	2015-04-10 11:20:00
From day one, the Runscope architecture was built around the idea of small independent services that can be quickly written, deployed, and scaled up as we grow.  Core to this architecture are our service discovery and deploy tools.  Over time, we've standardized how we build and communicate with these services into two python libraries:  Smart-Service and Smart-Client.   This talk examines the lessons learned from building these libraries as well as service building patterns found in other platforms.  We also present a detailed look at how Runscope has built over two dozen services, serving over 1 billion requests a month, all while deploying to our cluster over 20 times a day -- and more importantly how you can replicate this to help you build better systems. The talk will show examples of Flask/Flask-Restful based servers and the important modifications we've made to help us operate dozens of services at scale.  We also will show code from our HTTP client that wraps Requests with service discovery, failover, and other useful features for reliably making API calls in our infrastructure.	Frank Stratton	Best Practices & Patterns	"At Runscope we've standardized the idea of small independent ""smart"" services that can be quickly built, deployed, and scaled. This talk examines lessons learned from writing these services as well as patterns found in other platforms. We present a detailed look at the code that allow us to build dozens of services, serving billions of requests, while deploying to our cluster over 20 times a day."	Novice	Smart services & smart clients:  How micro-services change the way you build and deploy code.	Friday	2015-04-10 14:35:00	2015-04-10 15:05:00
Do you know the difference between standard deviation and standard error?  Do you know what statistical test to use for any occasion?  Do you really know what a p-value is?  How about a confidence interval? Most students don’t really understand these concepts, even after taking several statistics classes.  The problem is that these classes focus on mathematical methods that bury the concepts under a mountain of details. This tutorial uses Python to implement simple statistical experiments that develop deep understanding.  Attendees will learn about resampling and related tools that use random simulation to perform statistical inference, including estimation and hypothesis testing.  We will use pandas, which provides structures for data analysis, along with NumPy and SciPy. I will present examples using real-world data to answer relevant questions.  The tutorial material is based on my book, Think Stats, a class I teach at Olin College, and my blog, “Probably Overthinking It.”	Allen Downey	Science	Statistical inference is a fundamental tool in science and engineering, but it is often poorly understood.  This tutorial uses computational methods, including Monte Carlo simulation and resampling, to explore estimation, hypothesis testing and statistical modeling.  Attendees will develop understanding of statistical concepts and learn to use real data to answer relevant questions.	Intermediate	Statistical inference with computational methods	Thursday	2015-04-09 13:20:00	2015-04-09 16:40:00
Learning how to implement cryptography correctly is hard. Developers typically learn while doing, using online and local resources and trying and retrying until the code does what they want. Unfortunately, cryptography can't generally be learned in this manner as doing it wrong tends to be indistinguishable from doing it right without a significant amount of effort. This tutorial is designed to help developers over this hump. We'll be covering general cryptography principals and best practices as well as the following topics: Passwords & Authentication - We will cover general authentication topics to help developers choose between the various authentication schemes including generation methods like PDKDF2, scrypt or bcrypt and key based methods using asymmetric crypto. We will then cover how to implement these systems in Python with an eye towards usage in common frameworks. Data at Rest Encryption - Data in applications comes in a huge variety of forms. We will review options for encrypting data and the pros and cons of each method. Once we've covered the cryptographic primitives, we'll cover how to use them securely in common cases and how and when to extend them. Signing & Verification - Many applications don't want to encrypt data for various reasons (performance, debuggability, etc) but do want to be able to verify that information hasn't been tampered with or that it comes from a known, valid user. In this section, we'll cover the use cases and standards around signing & verifications and walk attendees through the implementation of these types of schemes. Key Management - All encryptions schemes are only as secure as their keys. In this session, we'll review the various types of key management for applications and review which type will be appropriate in different scenarios. We'll then walk through an implementation of one or more key management schemes using open source software.	Jarret Raim,Paul Kehrer	Security	The cryptographic world doesn't lend itself to the typical developer flow of learning while doing. Add that to the massive amount of bad or outdated information on the web and many developers are lost or worse, build insecure systems. This tutorial will introduce developers to modern cryptography with an eye towards practical scenarios around password management, encryption and key management.	Intermediate	What to do when you need crypto	Wednesday	2015-04-08 13:20:00	2015-04-08 16:40:00
The aim is to cover the basics of setting up a simple Django site, but using full, rigorous TDD at every step along the way. The tutorial is based on the first few chapters of my book, which is available (for free!) online for you to follow up with after the session, so that you can embed what you've learned.  www.obeythetestinggoat.com We'll learn:  how to set up functional tests with Selenium how to set up Django how to run Django unit tests how TDD actually works in practice:  the unit test / code cycle where we re-run the tests after each tiny, incremental change to the code all the basics of Django like views, models and templates.   We'll talk about what to test, what not to test, what the point of all this testing is anyway, you'll get a real hands-on feeling for how it works, and I promise to make it all at least moderately entertaining! And it's all in Python 3 :)	Harry Percival	Testing	A beginner's introduction to testing and web development with Django. We'll build a simple web app, from scratch, but with full TDD, including functional testing with Selenium and unit testing Django's views, templates, and models. Some familiarity with Python is desirable, but no prior knowledge of Django or testing is assumed.	Novice	TDD with Django, from scratch: a beginner's intro to testing and web development	Wednesday	2015-04-08 09:00:00	2015-04-08 12:20:00
PostgreSQL has a reputation as being complex and hard to manage. It is certainly a powerful, capable database able to handle situations from a developer's laptop up to petabyte-sized installations. But that does not mean that only a special priesthood can operate it; any talented developer is capable of keeping a PostgreSQL installation healthy and happy. We'll go through the tasks that encompass 90% of what you'll have to do with PostgreSQL, from installation, through basic server tuning, routine backups and maintenance tasks, basic disaster recovery, though query analysis and tuning, and tips and tricks to get maximum performance out of PostgreSQL. A special focus will be on Python-based ORMs and their proper usage, such as Django and SQL Alchemy. We'll cover special situations, such as hosting on AWS, embedded/appliance environments, and the things you should never, ever do.	Christophe Pettus	Databases	PostgreSQL has become the default database for most green-field development projects, and is the data storage architecture behind many major Python-based success stories, such as Instagram. Despite a reputation as being complex and fiddly, Postgres is easy to install, administer, maintain, and use... with just a little bit of orientation. This is that orientation.	Novice	PostgreSQL Proficiency for Python People	Wednesday	2015-04-08 13:20:00	2015-04-08 16:40:00
In this talk, I will survey ethical and moral lessons from the general to the specific.  I'll begin with other professions, moving through to software development in general, then the free, libre, and open source software movement where Python has its roots, and finally Python's own history, in particular the CP4E initiative. I will also propose a conceptual framework for the conversation that needs to happen about what our ethical obligations are to society, and finally, my own vision for what those standards should be.	Glyph	Best Practices & Patterns	As more of the world is controlled by software, software developers have an increasing obligation to serve that world well.  Yet, we don't yet have a sense of what makes a good ethical standard.  The fast pace, success, and youth (in both historical and demographic terms) of our industry have given us the sense that such a standard might not be required.  This talk will correct that misconception.	Novice	The Ethical Consequences Of Our Collective Activities	Saturday	2015-04-11 13:55:00	2015-04-11 14:25:00
Let’s program a robot at PyCon!  Not just some dumb robot that runs around the room and bumps into stuff. Let’s program a baby version of one of those big fancy arms you see at a factory. No, really, we can do this, it is not as hard as you think! It turns out one of the most sophisticated robotics frameworks in the world runs on python and it is open source. This talk is a crash course on Robot Operating System (ROS) and how it can be used to build some wicked cool robots for fun and world domination. We’ll cover the libraries that do the fancy math that help your robot to move and figure out where it is, and what it should do. We will also cover the ROS build system which can be a bit scary, and some of the great visualization and debugging tools in ROS.	Katherine Scott	Other	Lots of people want to learn more about robotics but are unsure where to start. Turns out there is a python robotics framework, and it runs some of the most sophisticated robots in the world! It is also open source, well-documented, and has a great community. In this talk we will look at Robot Operating System ROS.	Intermediate	Robots Robots Ra Ra Ra!!!	Friday	2015-04-10 13:40:00	2015-04-10 14:25:00
Aviation has one of the best approaches to safety and accident response in the world - and programming has some of the worst. Blame culture, lack of testing, numerous deadlines and  failing to plan the worst cases mean that software design and runtime problems are a routine thing, rather than a freakish occurrence. As a private pilot, I was thrust into the world of aviation over three years ago, and the difference to software development was immediately obvious - and there are many things we can take away. Learn about:  Why aviation accidents happen, and how the causes relate to software How to start eradicating blame culture and empower junior developers How hard failure is preferable to soft failure How to test your software without breaking the bank Why too much noisy logging is worse than none at all Why ops people are basically doing the same job as pilots  Plus, there'll be some revealing discussion of how aviation works, and some pictures of planes. Who doesn't like those?	Andrew Godwin	Best Practices & Patterns	What can Python-based software teams learn from aviation? Why should software always fail hard? What's wrong with too many error logs? And why are ops people already like pilots? Learn all this, and about planes, too.	Novice	What can programmers learn from pilots?	Friday	2015-04-10 11:30:00	2015-04-10 12:00:00
Requests has over 23 million downloads from PyPI alone and is relied on by open source projects and companies alike but there's no established best practices to testing an application that uses requests. I am a core developer of requests and the author of github3.py. I use requests on an almost daily basis and have developed some simple and sensible ways of testing libraries and applications that use requests. I am also the author of betamax, one of the libraries we'll be discussing in this talk. Why test at all? Testing is generally accepted as a best practice in our industry. The difficulty is in testing anything that talks to the internet. We all know how to test Django apps that talk to a database. We know how to test most other applications we write. Clearly our applications that use requests can benefit from tests as well. What tools exist? There are many tools that already exist to help you test your code that uses requests. Some of the most popular include responses, httpretty, and vcr.py. Betamax's popularity is growing especially given its simplicity. There is a fundamental flaw with both responses and httpretty though: they encourage the user to write fixture data which means that any time the service changes, the user has to fix their fixtures to match the real world data. Tools like vcr.py and betamax relax that constraint by allowing a real interaction to take place, saving it to disk, and then re-using it. At any time, this interaction can be re-recorded to keep the fixture data up-to-date. What responses and httpretty especially excel at is making the user specify, for a given test, what request the user expects the code to make. In the simplest case, this can be done with the wildly popular mock library which has been included in the Python 3 standard library. What patterns emerge? In my experience, the best approach is a combination of integration and unit tests. Using mock to test the calls made to requests help narrow down test failures or real code failures in dependency upgrades or contribution acceptance. Similarly, integration tests can alert you to a potentially harmful change made in requests during an upgrade. Writing unit tests without providing fixture data also forces the developer to write code that is not coupled tightly. This is a pattern we as a community recognize as beneficial and maintainable.	Ian Cordasco	Best Practices & Patterns	A brief and opinionated view of testing applications and libraries that use requests by a core-developer of requests. You will receive an overview of testing with responses, vcr, httpretty, mock, and betamax.	Intermediate	Cutting Off the Internet: Testing Applications that Use Requests	Saturday	2015-04-11 13:55:00	2015-04-11 14:25:00
"It's happened to everyone: you change a line of code or CSS, your tests pass and you do a release, only to discover that something has broken horribly. Perhaps you forgot to test mobile? Perhaps your layout shifted by a pixel and wrapped in ways you didn't want. Or perhaps you shipped some test markup you didn't mean to. Unit tests rarely catch these sorts of errors because they only test the things you can imagine going wrong. They're good for testing things with well-defined inputs and outputs, i.e. functions. Web pages are messier than this. Visual diffs complement unit tests by checking every pixel on the page. If anything changed from the last ""golden image"", the test fails. Visual diffs have become increasingly common for web apps, but they can also provide a layer of safety for client- and server-side modules, from Flask plugins to JavaScript libraries. The goal of this talk is to introduce visual diffs as a tool for testing libraries. I'll walk through the creation of a visual diff test and a set of golden images using dpxdt, then show how they can be used to catch and debug problems. I'll also show how they can be included in version control to create a visual history of your code using image-aware diff tools like git webdiff. Finally, I'll discuss how git webdiff exemplifies the possibilities of replacing traditional GUI apps with Python-based web servers which run on the user's machine."	Daniel Vanderkam	Testing	"Visual diffs are a great way to check for regressions on web sites which may be missed by unit tests. In this talk you'll learn how to run end-to-end tests on your client and server web libraries using a tool called dpxdt. I'll also show how you can combine it with web-based diff tools like ""git webdiff"" to quickly and confidently iterate on web tools."	Novice	Make web development awesome with visual diffing tools	Saturday	2015-04-11 15:15:00	2015-04-11 16:00:00
We've ported Python to run directly on hardware, without an operating system, based on the GRUB2 bootloader, as part of the BIOS Implementation Test Suite (BITS) project (http://biosbits.org).  We're using Python as a testing and exploration environment for hardware, BIOS, ACPI, and UEFI. In this talk, we'll explore the process of porting Python to a new platform, building an embedded Python as part of another project, recreating enough of libc and POSIX to run Python without an OS, extending CPython with Python itself rather than C, binding to platform-specific services using a foreign-function interface, accessing hardware, and rewriting bits of the CPython implementation and standard libraries for additional portability. This talk includes a live demo of bare-metal Python, directly driving hardware.	Josh Triplett	Python Internals	We've ported Python to run directly on hardware, without an OS, as a testing and exploration environment for firmware, ACPI, and UEFI. This talk will explore porting Python to a new platform, embedding Python, recreating enough of libc and POSIX to run Python without an OS, and binding to platform-specific services. Includes live demo of bare-metal Python, directly driving hardware.	Novice	Porting Python to run without an OS	Friday	2015-04-10 17:10:00	2015-04-10 17:40:00
