abstract	author	category	desc	level	title	weekday	start_dt	end_dt
Since 2010, the GNOME Foundation’s Outreach Program for Women has provided 130 women with an opportunity to participate in Free Software internships. In the last year, it has expanded to 23 Free Software organizations, including the Linux Kernel, Mozilla, Wikimedia, OpenStack, MediaGoblin and the Twisted Project. Many of the participating organizations use Python. The diversity of the GNOME community has changed dramatically as a result of this effort. While women comprised only 5% of GNOME contributors attending the Desktop Summit 2009, women comprised 18% of attendees at GUADEC 2013. In a December 2012 survey of newcomers who joined and stayed involved in 12 Free Software organizations, 50% of GNOME respondents were women whereas only 6% of the respondents from other organizations were women, with no other organization having more than 15%. Moreover, GNOME had 22 female respondents, which was a greater number than the 20 female respondents from all of the other organizations combined. Organizations that joined the program within the last year are seeing similar interest in participation from women. The Wikimedia Foundation had 7 women participating in its Google Summer of Code 2013, run concurrently with the Outreach Program for Women, while they have only ever had one woman participate before. Upon joining the program, the Linux Kernel had 39 applicants, 11 of whom landed 148 patches during the application process, and 7 of whom were accepted for the program. This talk will cover the history of the program, what makes it successful, how the same strategies can be used for engaging all new contributors, and what other initiatives help increase diversity in Free Software. It will serve as a great introduction to the program for project leaders and established contributors interested in encouraging participation of women, as well as for women interested in expanding their involvement in Free Software by participating in an internship program.	Marina Zhurakhinskaya	Community	Since 2010, the GNOME Foundation’s Outreach Program for Women has provided 130 women with an opportunity to participate in remote internships with 23 Free Software organizations. This talk will cover the history of the program, what makes it successful, how the same strategies can be used for engaging all new contributors, and what other initiatives help increase diversity in Free Software.	Novice	Outreach Program for Women: Lessons in Collaboration	Sunday	2014-04-13 13:50:00	2014-04-13 14:20:00
An introductory hands-on workshop, aimed at the Amateur Data Scientists among us, to Data Science competitions. First we will quickly look at the classes of algorithms & their internals through simple competition problems & datasets. Next we will dig deeper into two Kaggle completions work through the datasets, choosing the right features, hands-on programming the appropriate algorithms & submitting a few entries. While a three hour tutorial cannot give full justice to all the Data Science Algorithms, the attendees will get a good idea of the top 5 algorithms and a chance to apply two or three of them on Kaggle competition data via guided hands-on programming.   We will look at competitions like the Facebook recruiting challenge, GE Flight optimization competition and StumbleUpon Classification Challenge.  Note :  1. Depending the state of the competitions during April, we might have to make changes on what competitions we will work on during the hands on portion. Kaggle has kept older competitions open for submission only. There might more interesting competitions during April timeframe.  2. While there is not enough time for the participants to work through the different datasets, we will provide links to a hands-on tutorial which you'all can do after the workshop.	Krishna Sankar	Best Practices & Patterns	Let us mix Python analytics tools, add a dash of Machine Learning Algorithmics & work on Data Science Analytics competitions hosted by Kaggle. This tutorial introduces the intersection of Data, Inference & Machine Learning, structured in a progressive mode, so that the attendees learn by hands-on wrangling with data for interesting inferences using scikit-learn (scipy, numpy) & pandas	Intermediate	Data Wrangling for Kaggle Data Science Competitions – An etude	Wednesday	2014-04-09 13:20:00	2014-04-09 16:40:00
"Curious about being involved in open source, but haven't had the time to make the plunge?  Involved with open source but a bit hazy on the way it all works? Open source legend Andrew Tridgell (rsync/samba) runs an annual week-long post-graduate level primer course (COMP8440), where he takes the time to share his exceptional wealth of open source experience and works to guide fresh-faced grads in to being members of the community. This talk will be conveying as much of this course as is possible in the time available, as seen through the eyes of a graduating student who was always keen about open source yet who hadn't made their first pull-requests until during this week, now, more than a year later, the presenter is actively involved in a bunch of cool open source projects. Exciting parts of the open source vault are opened, and some of the trusted favourites from history  will be discussed, such as:   ""what does 'open source' mean anyway? (microsoft have some open source these days, right?)"" ""what happens if someone steals and sells my open sourced code?"" and ""as if anything bad will happen if I write my own license""  The characteristics of the open source python community today will be looked at generally, with some guidelines for avoiding gotchas for existing projects. There will be specific step-by-step details about how to become involved and strategies for approaching all kinds of projects . The presenter will discuss the highs, the lows and unique sense of connection and achievement that can only be fulfilled by paying it forward to open source."	Elena Williams	Community	"Curious about being involved in open source, but haven't had the time to make the plunge?
Involved with open source but a bit hazy on the way it all works?
Open source legend Andrew Tridgell runs an annual week-long post-graduate primer course teaching ""Free and Open Source Software Development "". This talk will convey as much of this course as possible in the time available."	Novice	Hitchhikers Guide to Participating in Open Source	Sunday	2014-04-13 13:50:00	2014-04-13 14:20:00
Want to contribute to a Python project or the core language, but not sure where to start? Join us for 3 hours learning the nuts and bolts of open source contribution. By the end of this tutorial, you'll have the tools and practice to confidently contribute to your favorite projects. Give back to the community while making yourself a better software engineer. Beginning programmers are welcome and encouraged! We'll cover:  the structure of an open source project the many ways to contribute the life cycle of a bug key development tools communication in an open source project  During this tutorial, you'll get hands-on experience with:  issue trackers, to report and track bugs the diff and patch utilities, to share your source code changes a revision control system, to collaboratively manage changes to projects IRC, to get and give help while contributing in real time testing and building Python projects  We'll put these concepts and tools to practice by collaboratively reporting and fixing bugs in a demo Python project. We'll end with personalized next steps for getting started with open source projects that match your skills and interests.	Jessica McKellar	Community	"Want to contribute to a Python project or the core language, but not sure where to start?

Join us for 3 hours learning the nuts and bolts of open source contribution. By the end of this tutorial, you'll have the tools and practice to confidently contribute to your favorite projects.

Beginning programmers are welcome and encouraged!"	Novice	Contribute with me! Getting started with open source development	Thursday	2014-04-10 13:20:00	2014-04-10 16:40:00
When it comes to passing text from one application to another,  developers will inevitably encounter (or create!) issues that are caused by the improper handling of character encoding. This talk will briefly cover the basic Unicode “facts of life”, describe the kinds of Unicode issues that commonly occur when dealing with data from multiple sources, and introduce a set of best practices and tools that can take the pain out of fixing many common Unicode encoding issues.  Our goal in giving this talk is to make developers recognize the importance of handling Unicode encoding correctly. Users should come away with a better understanding of how Unicode works in Python, a better appreciation for why it matters, and become aware of various strategies for dealing with cases where encoding issues break software.  Attendees will be able to differentiate between the kinds of Unicode problems their application design should deal with (or prevent) and those that, in the end, can only be solved by writing some Python or using a library.    We will walk through some real-world scenarios that caused us to bang our heads against the wall in frustration until we began to fully understand how Unicode works. We will cover how to avoid these problems and discovered some tools (including the python-ftfy library) which have solved some the unavoidable problems for us.	Travis Fischer,Esther Nam	Best Practices & Patterns	Every developer will inevitably feel the pain of character encoding issues. We will cover the fundamentals every Python developer should know on character encoding and Unicode. We will teach you how to identify the types of problems that occur when dealing with character encoding and outline a set of best practices and useful libraries which can be used to avoid and fix character encoding issues.	Intermediate	Character encoding and Unicode in Python: How to (╯°□°）╯︵ ┻━┻ with dignity	Friday	2014-04-11 10:50:00	2014-04-11 11:20:00
Python, like any self-respecting high-level language, automatically deallocates memory programs no longer use. In CPython the primary mechanism for this is reference counting, which C code in the interpreter implements manually. However, reference counting must be supplemented with a real GC to deal with reference cycles. In contrast to CPython's hardcoded use of reference counting, PyPy has a flexible architecture that allows for pluggable GC implementations. Its current default GC is optimized for the creation of many small, short-lived objects, a typical allocation pattern in Python. Common to both CPython and PyPy is the problem of running finalizers of objects in cycles. PyPy and very recent CPython versions have sophisticated handling of this tricky case.	Benjamin Peterson	Python Internals	This talk will explore how garbage collection is implemented in CPython and PyPy. See how CPython deals reference counting's shortcomings with a special GC for cycle collection. Then dive into PyPy's sophisticated and high-performing GC implementations. The particularly thorny issue of finalizers in reference cycles will also be addressed.	Experienced	Garbage Collection in Python	Saturday	2014-04-12 11:30:00	2014-04-12 12:00:00
To many developers the database is a black box. You expect to be able to put data into your database, have it to stay there, and get it out when you query it... hopefully in a performant manner. When its not performant enough the two options are usually add some indexes or throw some hardware at it. We'll walk through a bit of a clearer guide of how you can understand how database is doing from a 30,000 foot perspective as well as analyze specific problematic queries and how to tune them. In particular we'll cover:  Postgres Caching Postgres Indexing Explain Plans Extensions Locking More 	Craig Kerstiens	Databases	To many developers the database is a black box. You expect to be able to put data into your database, have it to stay there, and get it out when you query it... hopefully in a performant manner. When its not performant enough the two options are usually add some indexes or throw some hardware at it. We'll walk through a bit of a clearer guide of how you can understand and manage DB performance.	Intermediate	Postgres Performance for Humans	Sunday	2014-04-13 13:10:00	2014-04-13 13:40:00
The Dilemma of Zero-Waste Operations All University of California campuses are required to reach an arduous zero-waste goal by the year 2020, necessarily limiting the materials destined for landfill burial to only 5% of the total waste stream.  At UC Santa Cruz, novel efforts are underway to reach this goal all the while addressing the bigger dilemma of operating a zero-waste campus; that is, to employ a robust resource recovery system which is based on a budget centered on refuse disposal, but now must deliver all components of the waste stream away from landfill deposit.  As refuse is removed from the resource stream, new methods for budgeting functions of the department are imperative in future Grounds Services operations.   In response to the shifting basis of operational execution, the Grounds Services department developed and installed a Smart Dumpster prototype to dramatically increase collection efficiency, study waste deposit patterns, and encourage overall refuse reductions.  At its essence, the Smart Dumpster is a typical dumpster that has an integrated depth sonar that is linked to a cloud computing application.  This sonar bounces real-time depth levels from the cloud to end-user applications by employing Python software.  In doing so, all activities surrounding the dumpster’s use and evacuation are presented for real-time management, record analysis, and potential innovation. Importance of Python Programming Python was seen as integral to the Smart Dumpster concept due to its excellent programming function in regard to arrays.  This function allows multiple sonar sensors to be added to the same software program in a seamless and relatively simple manner.  Further, the sonar hardware required a Python application be installed on the senor itself to operate, interact with cloud services, and ultimately, to deliver sonar readings for end-user objectives.  This talk will outline the importance of Python for sonar operation and for creating a centralized file for managing the dumpsters on campus.  Executing a Smart Dumpster Prototype As the Smart Dumpster has been operating since July 13, 2013, the programming team has focused on end-user management capability based on the data collected and stored for review.  This talk will demonstrate the most recent iteration of the Smart Dumpster Dashboard, data analysis from the sonar’s readings, and review how operational roadblocks were overcome with Smart Dumpster design.  Even in the prototype’s infancy, evidence-based proposals for innovation have emerged with the hopes to eventually roll-out the Smart Dumpster design for the entire UC Santa Cruz campus.  By the end of the presentation, attendees will appreciate the data infrastructure necessary to integrate input devices, Python programming, and a user-friendly interface software with the Smart Dumpster prototype as evidence of a successful pilot project.	Bradley  Angell	Testing	As U. of California campuses must reach Zero-Waste by 2020, a Smart Dumpster was designed to increase efficiency, study waste patterns, and improve refuse reduction. Using Python, a prototype has been installed into operations with tentative success since July 2013.  Demonstrating real-time data reporting, the talk will focus on the success, roadblocks and campus plans for the Smart Dumpster.	Intermediate	Smart Dumpster: Employing Python to Report Real-Time Resource Fill to Operation Managers	Sunday	2014-04-13 14:30:00	2014-04-13 15:00:00
"We'll discuss each kind of the most prevalent security flaws at the theoretical level, then using a specially-crafted, deliberately vulnerable Django app, individuals or pairs will carry out exploits against these flaws, and we'll illustrate solutions to mitigate each kind of attack. We'll be using the OWASP Top 10 as our topic roadmap, addressing issues such as:  Injection Attacks Broken Authentication & Session Management Cross-Site Scripting (XSS) Insecure Direct Object References Security Misconfiguration Sensitive Data Exposure Missing Function-Level Access Control Cross-Site Request Forgery (CSRF) Using Components with Known Vulnerabilities Unvalidated Redirects and Forwards  You'll want to set your brain to ""devious"" mode; you'll also need a laptop with Python 2.7 or 3.3 (or a buddy you can pair with). Having pip and virtualenv will be useful too, as will having Git installed to pull down the code we'll be working with. Attendees do not need prior security experience; this tutorial is aimed at intermediate web developers who are interested in gaining hands-on experience with simple forms of the most common attacks.  Attendees should have some experience with Python, Javascript, and SQL, and may benefit from at least a passing familiarity with Django (eg, previously attending a Django tutorial or working through the online tutorial)."	Mike Pirnat,David Stanek	Security	The Internet is a dangerous place, filled with evildoers out to attack your code for fun or profit, so it's not enough to just ship your awesome new web app--you have to take the security of your application, your users, and your data seriously. You'll get into the mindset of the bad guys as we discuss, exploit, and mitigate the most common web app security flaws in a controlled environment.	Intermediate	Shiny, Let's Be Bad Guys: Exploiting and Mitigating the Top 10 Web App Vulnerabilities	Wednesday	2014-04-09 13:20:00	2014-04-09 16:40:00
"Why is NoSQL the current hot scalability solution First I discuss why NoSQL is easier to scale than traditional relational databases. Then I describe how NoSQL-style compromises can be done in SQL databases, often with similar or better results because of tens of years of work in making the base data engine really fast and robust on single servers. How to do the same and more using PostgreSQL Finally I show you how to set up a python and PostgreSQL based system which is easy to scale, provides ACID guarantees where they are needed most and makes compromises for scalability and availability where the latter are deemed more important. The best thing is that this kind of scalability work for both OLTP and OLAP workloads, so the learning effort is good for both of these.  Sometimes you can even have just a single large ""database"" which can take almost any type of transaction processing and analytics load. (Though it still may be a good idea to have many instances/replicas of it for robustness) Also, if you'd rather not write any SQL, you can do all the OLTP stuff in a more pythonic way using an automagically generated ORM layer inside the database, near the data. If you are really masochistic, you can use the same ORM also for map-reduce type distributed data processing, though on more complex data queries the small effort of learning SQL usually pays off big by letting the database optimizer to select the best plan for ""map"" part of map-reduce. But as I said, everything runs inside the database, near the data and thus even the ORM & map-reduce analytics work fast. A few comparative benchmarks are provided for NoSQL style workloads on popular NoSQL databases and PostgreSQL"	Hannu Krosing	Databases	"This talk will outline and demonstrate usage of PostgreSQL for data storage and processing scenarios where new common wisdom would usually turn to ""NoSQL"" databases for scalability reasons. It demonstrates both NoSQL style usage and techniques using more traditional relational storage models with required adjustments for infinite scalability."	Intermediate	PostgreSQL is Web Scale (Really :) )	Sunday	2014-04-13 13:50:00	2014-04-13 14:20:00
What does it take to make a Python sandbox that can run untrusted code? Learn some surprising language features and experience the security challenges first-hand as we work through building a Python sandbox from scratch, finding new ways to escape it at each turn. You'll leave this talk with renewed appreciation for the dynamic nature of Python, some sneaky language tricks, and a solid grounding in the classes of security concerns sandboxed environments have to consider through concrete examples, building from the simplest cases up through quite sophisticated exploits. Throughout the talk we take inspiration from the excellent pysandbox and PyPy sandbox projects, as well as some devious historical Capture the Flag challenges involving breaking out of flawed sandboxes.	Jessica McKellar	Python Core (language, stdlib, etc.)	What does it take to make a Python sandbox that can run untrusted code? Learn some surprising language features and experience security challenges first-hand as we work through building a Python sandbox from scratch. You'll leave this talk with renewed appreciation for the dynamic nature of Python, some sneaky language tricks, and a solid background in classes of sandboxing security issues.	Intermediate	Building and breaking a Python sandbox	Friday	2014-04-11 17:10:00	2014-04-11 17:40:00
In this session, students will work together in a guided, collaborative workshop to learn how to write a client/server network program, and build upon that base to develop a more robust peer to peer chat implementation with remote procedure call mechanisms. This session is intended to teach the Twisted event loop model, the basics of writing a Twisted Protocol object, and the mental model of how to deal with asynchronous systems in Twisted. Students are expected to:  Be familiar with the Python language Be familiar with passing callables, closures, and other intermediate to advanced concepts Familiarity with writing web services a plus  Students are required to have a virtualenv environment configured, with Twisted v13 or higher installed through pip. Use of system packages will cause issues, and pip provides the most consistent packages for our needs.	Aurynn Shaw	Python Libraries	Let's Learn Twisted is a short 3-hour tutorial covering the basics of writing a Twisted Python client-server application using  Twisted Python's Factory and Endpoint APIs to construct a peer-to-peer chat and RPC network.	Intermediate	Let's Learn Twisted Python	Wednesday	2014-04-09 13:20:00	2014-04-09 16:40:00
"Even the most non-technical people use dozens of online services each day.  Each day, both the servers running those services and the clients used to access them are being targeted and compromised by attackers.  If your login and password haven't been part of a major breach yet, it's only a matter of time. Multi-factor authentication can defend against threats that can trivially defeat simple single-factor (""just a password"") authentication.  As a result, many popular online services, including Blizzard's Battle.Net, Google, Github, and Twitter have been incorporating multi-factor authentication in the last few years. This talk is a brief overview of multi-factor authentication, including what attacks it defends against is and what common options are available. This information should be useful to both those who have the opportunity to enable multi-factor authentication on services they use and providers of services who might be wondering whether they should provide multi-factor authentication. This talk will also cover a one-time-passwords, an important concept in one form of multi-factor authentication, as well as give some general guidelines on implementing two-factor auth in some common Python web frameworks."	Ying Li	Best Practices & Patterns	A brief overview of what multifactor authentication is, focusing particularly on possession factors, including what common options are available.   One-time-passwords, an important concept many possession factor types, will also be discussed.	Intermediate	Multi-factor Authentication - Possession Factors	Saturday	2014-04-12 15:15:00	2014-04-12 15:45:00
Over the last 15 years, Software Carpentry has evolved from a week-long training course at the US national laboratories into a worldwide volunteer effort to raise standards in scientific computing. This talk explains what we have learned along the way the challenges we now face, and our plans for the future.	Greg Wilson	Education	This talk will explain how Software Carpentry has grown to run over a hundred training events a year, what we've learned along the way, and how you can do it too.	Novice	Software Carpentry: Lessons Learned	Saturday	2014-04-12 16:15:00	2014-04-12 17:00:00
In many ways Python is very similar to other programming languages.  However, in a few subtle ways it is quite different, and many software developers new to Python, after their initial successes, hit a plateau and have difficulty getting past it.  Others don't hit or perceive a plateau, but still find some of Python's features a little mysterious or confusing.  This tutorial will help deconstruct some common incorrect assumptions about Python. If in your use of Python you sometimes feel like an outsider, like you're missing the inside jokes, like you have most of the puzzle pieces but they don't quite fit together yet, or like there are parts of Python you don't understand, this may be a good tutorial for you. After completing this tutorial you'll have a deeper understanding of many Python features.  Here are some of the topics we'll cover:   How objects are created and names are assigned to them   Ways to modify a namespace: assignment, import, function definition and call, and class definition and instantiation.  Much of the tutorial is structured around namespaces and ways to change them to help you understand most of the differences between variables in other languages and Python, including   why Python has neither pass-by-value nor pass-by-reference function call semantics,   and why parameters passed to a function can sometimes be changed by it and sometimes cannot.     Iterables, iterators, and the iterator protocol, including how to make class instances iterable   How to use generators to make your code easier to read and understand   Hacking classes after their definition, and creating classes without a class statement, as an exercise to better understand how they work   Bound versus unbound methods, how they're implemented, and interesting things you can do with bound methods   How and why you might want to create or use a partial function   Example use-cases of functions as first-class objects   Unpacking and packing arguments with * and ** on function call and definition  	Stuart Williams	Python Core (language, stdlib, etc.)	This tutorial is for developers who've been using Python for a while and would consider themselves at an intermediate level, but are looking for a deeper understanding of the language.  It focuses on how Python differs from other languages in subtle but important ways that are often confusing, and it demystifies a number of language features that are sometimes misunderstood.	Intermediate	Python Epiphanies	Wednesday	2014-04-09 13:20:00	2014-04-09 16:40:00
"Abstract Back in 2004, when I founded ""Durgapur Linux Users Group"", I chose a motto in Bengali, ""Learn yourself and teach others"". We are following the same rules today and one major program which helped to keep it going is the summer training. Just before summer 2008, with help from Shakthi Kannan (well known FOSS developer and mentor from India), we sent a mail to the various lists announcing an online summer training over IRC. The same training is now going on for the sixth year. Every year we see an increase of interest in the students and we started getting students from other countries too. The duration the training is around 3 months on #dgplug channel in irc.freenode.net  This presentation was the primary announcement this year, opensource.com also covered the story. In 2013 around 20+ students are working on various projects (upstream and ideas from scratch), half of the students are girls and we had a very good diversity in last years too.  Among the students this year, we have engineering college students, new hires in different IT companies, primary school English language teacher, a musician who loves to play his piano, system administrators from far corners of world."	Kushal Das	Community	Dgplug summer training is a free online IRC based course which aims to teach FOSS ideas and programming in general using Python to new programmers/stduents. In this talk we share our experiences, lesson learned, hoping that people will be able to replicate this in other parts of the world.	Novice	Teaching Python: To Infinity and Beyond	Friday	2014-04-11 15:15:00	2014-04-11 15:45:00
This talk deals with how Twisted can be combined with pretty much anything else. A common criticism of Twisted is that it wants to take over your entire ecosystem. The point of this talk is to demonstrate that that's a misconception. Specifically, the talk will demonstrate how:  Twisted can be added to many stacks with little or no change, e.g. as your WSGI server Twisted can be added to existing blocking code easily Blocking code, new or old, can be added to Twisted code Twisted plays well with other asynchronous IO frameworks:   specifically, I will talk about combining it with gevent 	Laurens Van Houtven	Python Libraries	A talk about mixing Twisted, an asynchronous IO framework for Python, with other Python code: blocking code, other asynchronous code...	Intermediate	Twisted Mixing	Friday	2014-04-11 14:35:00	2014-04-11 15:05:00
PostgreSQL has a reputation as being complex and hard to manage. It is certainly a powerful, capable database able to handle situations from a developer's laptop up to petabyte-sized installations. But that does not mean that only a special priesthood can operate it; any talented developer is capable of keeping a PostgreSQL installation healthy and happy. We'll go through the tasks that encompass 90% of what you'll have to do with PostgreSQL, from installation, through basic server tuning, routine backups and maintenance tasks, basic disaster recovery, though query analysis and tuning, and tips and tricks to get maximum performance out of PostgreSQL. A special focus will be on Python-based ORMs and their proper usage, such as Django and SQL Alchemy. We'll cover special situations, such as hosting on AWS, embedded/appliance environments, and the things you should never, ever do.	Christophe Pettus	Databases	"PostgreSQL has become the default database for most green-field development projects, and is the data storage architecture behind many major Python-based success stories, such as Instagram.

Despite a reputation as being complex and fiddly, Postgres is easy to install, administer, maintain, and use... with just a little bit of orientation.

This is that orientation."	Intermediate	PostgreSQL Proficiency for Python People	Thursday	2014-04-10 13:20:00	2014-04-10 16:40:00
You may have used the pickle standard library module. But do you know how it works? This talk will introduce you to how pickle is implemented, and what some of the major problems with its approach are. Well deconstruct and rebuild the pickle library from the ground up, to understand why it has serious repercussions for your application's security and maintainability, Finally we'll look at some alternate approaches to serialization.	Alex Gaynor	Python Core (language, stdlib, etc.)	You may have encountered the pickle or cPickle libraries, and used them to persist some state about your program. But how do they work? This talk explores how the pickle protocol works, what its advantages are, and its disadvantages	Intermediate	Pickles are for Delis, not Software	Friday	2014-04-11 12:10:00	2014-04-11 12:55:00
In contrast to ORM tutorials which might begin with applied object-relational examples, this tutorial takes the opposite approach of building up from underlying and core components first, moving first through relational database concepts into the Python DBAPI, then describing the SQLAlchemy Core, the SQL Expression Language, and finally the ORM. In terms of learning SQLAlchemy, this is the harder road to travel, and at the end the ORM component itself will only have been roughly introduced. However, the goal is so that new users would leave with a solid grasp on what exactly SQLAlchemy is doing and how it's doing it, so that their future endeavors in continuing to learn about ORMs, SQLAlchemy or not, is informed by a rough understanding of the underlying fundmantals of interacting with a database.	mike bayer	Databases	"The goal of the tutorial is a broad-based introduction to SQLAlchemy, spanning the Core and ORM components as well as the systems that underlie them. The tutorial takes the ""harder"" approach teaching from fundamentals first, emphasizing details on how the library interacts with the database and SQL and concluding with an introduction to the ORM, providing a solid perspective for continued study."	Intermediate	Introduction to SQLAlchemy	Thursday	2014-04-10 09:00:00	2014-04-10 12:20:00
This tutorial will aim to teach python developers the first steps of scraping the web. It will talk about three major scraping libraries and give interactive (read: we're writing code!) demonstrations of each of the libraries. Students will leave the tutorial with lots of bits of working scrapers for a few different types of sites as well as some form submission knowledge. There will also be some portions of going over best practices in terms of approaching web scraping as well as a word of caution regarding the legality of such practices. It will additionally talk about scraping data from other types of files like APIs, CSVs, XML responses and the like.	Katharine Jarmul	Python Libraries	Want to learn how to scrape the web (and / or organized data sets and APIs) for content? This tutorial will give you the building blocks (and code) to begin your own scraping adventures. We will review basic data scraping, API usage, form submission as well as how to scrape pesky bits like Javascript-usage for DOM manipulation.	Intermediate	Introduction to Web (and data!) Scraping with Python	Thursday	2014-04-10 13:20:00	2014-04-10 16:40:00
This presentation will give a brief overview of machine learning, the k-nearest neighbor algorithm and Scikit.  Sometimes developers need to make decisions, even when they don't have all of the required information.  Machine learning  attempts to solve this problem by using known data (a training data sample) to make predictions about the unknown.   For example, usually a user doesn't tell Amazon explicitly what type of book they want to read, but based on the user's history, and the user's demographic, Amazon is able to induce what the user might like to read.   Scikit makes use of the k-nearest neighbor algorithm and allows developers to make predictions.  Using training data one could make inferences such as what type of food, tv show, or music the user prefers. We will use machine learning, Scikit, and the k-nearest neighbor algorithm to guess which type of music a Python programmer likes to listen to. http://scikit-learn.org/stable/modules/neighbors.html	Portia Burton	Science	One of the great features of Python is its machine learning capabilities. Scikit is a rich Python package which allows developers to create predictive apps.  In this presentation, we will guess what type of music do Python programmers like to listen to, using Scikit and the k-nearest neighbor algorithm.	Intermediate	Know Thy Neighbor: Scikit and the K-Nearest Neighbor Algorithm	Saturday	2014-04-12 11:30:00	2014-04-12 12:00:00
"In this talk we'll explore different options for interacting with non-Python code from Python, starting with invoking an external process using the subprocess module and ending with integrating external C libraries. We'll discuss tradeoffs encountered when building systems along the way.  ""subprocess"" behind the scenes  There's a whole lot going on when you invoke another process with the functions available from the subprocess module. The Python API is simple, but it turns out that there's a whole lot going on underneath the hood when you call out to another process, and a lot of these details are important to debugging and addressing performance issues. We'll deep dive down into what's going on here and learn about the interface between userspace applications and the Linux kernel.  wrapping C library code  With C libraries, we have the option of more tightly integrating with a Python program, which offers us more performance and control than shelling out. We'll learn what a Foreign Function Interface is, and take a look at the different options for integrating C libraries, including ctypes, Cython, and cffi. We'll discuss the pros and cons of these options and make some recommendations for which to use when. You'll leave this talk with a better understanding of how Unix processes work, knowledge of the options available for integrating C with Python, and perhaps some inspiration on how to use the tools available to you to gain an understanding of a system when you just don't know what's going on. A reading knowledge of C will be useful but not required."	Christine Spang	Python Core (language, stdlib, etc.)	Sometimes, the code you need just isn't available in Python, but someone's written some code in another language that solves your problem. What options do you have for interacting with this external code from within your program? We'll examine how to call external binaries, what happens behind the scenes at a systems level, and how these implementation details affect performance and memory usage. In the second part of the talk, we'll discuss the different options for more tightly integrating external code in the form of a C library for better performance and control.	Intermediate	Subprocess to FFI: Memory, Performance, and Why You Shouldn't Shell Out	Saturday	2014-04-12 12:10:00	2014-04-12 12:55:00
I work for a small company that specializes in analytics. Our business is data and the availability of that data is crucial. We were running into problems where all of our servers were not being fully utilized, while others were overloaded. I realized that distributed computing via Celery could be an answer to a number of problems. Over the past year we have integrated Celery into a number of our systems and use it for nearly everything except for presenting the analytics to the customer. The intention of this talk is to provide a how-to guide for using Celery across a number of systems, from long-running tasks to IO-intensive applications. The process of getting our systems stable and running consistently has been a learning process and so it is my hope that this talk will help other developers avoid the mistakes I made in the process.	Lewis Franklin	Best Practices & Patterns	Distributed computing is challenging. The network can be spotty. The servers can be pushed too hard. Race conditions can show up. Tasks can seem to disappear. Deployment can be messy. Celery is an excellent tool for writing distributed applications and this talk focuses on real-world challenges faced when doing those tasks.	Intermediate	Distributed Computing Is Hard, Lets Go Shopping	Friday	2014-04-11 16:15:00	2014-04-11 17:00:00
Bayesian statistical methods are becoming more common and more important, but there are not many resources to help beginners get started.  People who know Python can use their programming skills to get a head start. I will present simple programs that demonstrate the concepts of Bayesian statistics, and apply them to a range of example problems.  Participants will work hands-on with example code and practice on example problems. Students should have at least basic level Python and basic statistics.  If you learned about Bayes’s theorem and probability distributions at some time, that’s enough, even if you don’t remember it! Students should bring a laptop with Python 2.x and matplotlib.  You can work in any environment; you just need to be able to download a Python program and run it.	Allen Downey	Science	An introduction to Bayesian statistics using Python.  Bayesian statistics are usually presented mathematically, but many of the ideas are easier to understand computationally.  People who know Python can get started quickly and use Bayesian analysis to solve real problems.  This tutorial is based on material and case studies from Think Bayes (O’Reilly Media).	Intermediate	Bayesian statistics made simple	Thursday	2014-04-10 13:20:00	2014-04-10 16:40:00
"While SQLAlchemy can be used in many ways, it's continuing API and usage evolution is geared towards an idiomatic style of application design, which may be referred to as the foundational application style.  In this style, the application is constructed in two major parts - the first, is the so-called ""foundation"" which defines patterns and conventions to be used throughout the application, such as base classes, common types and schema elements, and other patterns that may be repeated.  The goal of the foundation is to provide as many application details as possible so that they don't find themselves within model or use case logic.  The second part of the application is essentially the models and use cases themselves; this part builds upon, and indeed drives the structure and featureset of, the foundation.   The goal in this area is for models and use cases to be laid out in as declarative and non-repetitive way as possible.   This structure allows new use cases to be added very quickly and allows the overall direction and implementation mechanisms of the application to turn on a dime, with minimal impact on models and use cases as they continue to grow in scope and number. This approach is in contrast to the style proposed by many frameworks in the Python, Ruby and PHP worlds, which seeks to eliminate to as much a degree as possible the need for custom conventions, instead providing an ever broadening set of ""out-of-the-box"" conventions and helpers seeking to accommodate any possible scenario.  While this approach has the advantage of fast ramp up times and early prototyping success, as time passes and use case complexity grows, the mismatch between pre-fab convention and application can degrade quality and maintainability. SQLAlchemy is for applications that are in it for the long haul - instead of being geared towards the ecommerce application you wrote on the plane in 30 minutes, it's geared towards the ecommerce application that sold you the plane tickets. This talk will illustrate a simple Pyramid web application which highlights a variety of conventional patterns that I've been talking about for quite some time, including typing conventions using built-in and custom types, schema naming conventions using events, production of specific SQL expressions using custom SQL constructs, using helper functions and declarative mixins to produce succinct model declarations, simple session setup/teardown patterns, simple unit tests and transaction-enabled integration tests, Alembic migration configuration, and possibly other features."	mike bayer	Databases	"In this talk we'll illustrate a simple web application using SQLAlchemy, showing
off the style of development that SQLAlchemy is most geared towards, the so-called
""foundational"" style which provides for development and maintainance of custom 
conventions which then service the needs of the model declarations and use case
implementations."	Intermediate	Building the App	Saturday	2014-04-12 15:15:00	2014-04-12 16:00:00
